EAR,PUC,MAR,MOE,drowsy
0.32,92.5,0.22,1.08,0
0.34,86.1,0.3,1.32,0
0.25,86.1,0.22,1,0
0.26,88.9,0.19,1.29,0
0.36,86.7,0.21,1.34,0
0.26,89,0.23,1.18,0
0.32,89.3,0.26,1.18,0
0.35,91,0.34,1.41,0
0.27,86.6,0.28,0.97,0
0.34,85.9,0.2,0.73,0
0.31,82.5,0.33,1.4,0
0.35,89.3,0.31,1.29,0
0.35,90.7,0.28,0.71,0
0.3,96.1,0.25,1.05,0
0.25,79.4,0.23,0.9,0
0.36,79.1,0.23,1.47,0
0.24,90.8,0.24,0.76,0
0.3,78,0.18,0.83,0
0.24,78.5,0.21,0.72,0
0.27,87.2,0.33,0.63,0
0.25,87.8,0.33,1.14,0
0.28,92.9,0.24,0.91,0
0.24,76.7,0.33,1.4,0
0.24,87.5,0.33,0.9,0
0.28,82.5,0.34,1.12,0
0.26,81.1,0.32,1.06,0
0.32,85.7,0.21,0.93,0
0.26,90.7,0.28,1.49,0
0.29,82.3,0.19,0.89,0
0.31,84.3,0.35,1.17,0
0.27,92.9,0.21,1.5,0
0.29,92.2,0.18,1.22,0
0.33,94.6,0.28,0.66,0
0.36,90.2,0.25,1.25,0
0.28,96.7,0.26,0.88,0
0.24,77.7,0.35,1.45,0
0.29,83.3,0.3,1.19,0
0.36,75.9,0.2,1.15,0
0.3,93.9,0.26,1.19,0
0.25,83.4,0.24,1.41,0
0.25,87.7,0.21,1.05,0
0.33,81,0.23,0.9,0
0.26,83.8,0.29,1.21,0
0.32,94.5,0.23,1.1,0
0.26,96.4,0.18,1.19,0
0.27,97.7,0.23,1.27,0
0.33,95.1,0.21,0.87,0
0.25,86.1,0.26,0.93,0
0.33,93.3,0.3,0.98,0
0.31,80,0.25,1.41,0
0.28,81.8,0.23,0.73,0
0.32,85.4,0.33,1.22,0
0.29,93.8,0.25,0.88,0
0.35,77.3,0.28,1.18,0
0.35,75,0.2,1.11,0
0.26,90.9,0.33,1.29,0
0.35,79.8,0.22,0.92,0
0.29,81.9,0.34,1.14,0
0.34,87.7,0.25,1.13,0
0.24,92.1,0.34,0.77,0
0.25,83.5,0.19,1.16,0
0.35,75.3,0.28,1.38,0
0.28,79.8,0.22,0.93,0
0.31,85.4,0.27,0.98,0
0.26,89.9,0.31,1.07,0
0.36,91.7,0.25,1.34,0
0.24,76.3,0.2,1.44,0
0.33,87.6,0.25,1,0
0.28,77.6,0.21,1.35,0
0.32,81.9,0.34,0.96,0
0.27,91.3,0.32,0.63,0
0.27,97,0.23,1.29,0
0.33,97.8,0.31,1.49,0
0.29,85.7,0.22,0.94,0
0.33,77.4,0.32,0.67,0
0.3,86.5,0.19,0.94,0
0.29,84,0.21,1.37,0
0.3,92.6,0.34,1.2,0
0.28,86.3,0.22,0.85,0
0.28,80.5,0.2,1.4,0
0.34,91,0.19,1.36,0
0.3,90.4,0.26,1.34,0
0.34,93.7,0.27,0.96,0
0.33,98,0.23,1.17,0
0.33,85.5,0.32,1.23,0
0.33,97.1,0.26,1.03,0
0.3,89.1,0.34,0.94,0
0.34,84,0.33,0.62,0
0.34,95.5,0.3,0.68,0
0.26,92.4,0.19,1.04,0
0.36,82.1,0.26,1.17,0
0.35,85.6,0.2,1.03,0
0.35,81.1,0.21,1.09,0
0.28,78.5,0.27,0.83,0
0.28,84.8,0.33,0.92,0
0.35,76.9,0.31,1.31,0
0.35,95.4,0.27,0.65,0
0.35,86,0.32,1.41,0
0.3,85.3,0.21,1.21,0
0.3,96.6,0.19,1.29,0
0.33,90.6,0.27,0.85,0
0.33,86.5,0.32,1.14,0
0.33,94.5,0.35,0.81,0
0.24,85.7,0.32,0.61,0
0.35,87.2,0.34,0.85,0
0.36,81.2,0.31,0.95,0
0.32,91,0.32,0.88,0
0.3,94.3,0.24,1.17,0
0.29,92.8,0.19,1.2,0
0.36,90.7,0.31,1.34,0
0.26,94.4,0.35,0.66,0
0.3,91.7,0.34,1.41,0
0.28,95.1,0.21,1.14,0
0.32,92.2,0.35,1.25,0
0.32,78.2,0.33,1.4,0
0.3,77.9,0.31,1.12,0
0.3,96.2,0.3,1.46,0
0.33,84.6,0.25,0.97,0
0.31,88.3,0.32,1.22,0
0.35,88.4,0.27,0.75,0
0.31,77.3,0.3,0.68,0
0.35,94.6,0.31,0.62,0
0.34,88.5,0.19,0.8,0
0.31,76.5,0.19,1.34,0
0.25,91.8,0.22,0.96,0
0.32,75.4,0.31,1.27,0
0.32,83.3,0.22,1.14,0
0.26,86,0.2,0.87,0
0.33,97.5,0.3,1.26,0
0.32,94.1,0.32,1.08,0
0.34,77.9,0.3,1.35,0
0.33,87.7,0.31,1.36,0
0.24,83,0.27,0.99,0
0.27,94.8,0.26,1.02,0
0.33,85.9,0.3,1.37,0
0.32,78.1,0.26,1.25,0
0.3,78.4,0.33,0.75,0
0.27,95.5,0.34,1.49,0
0.25,94.5,0.2,0.93,0
0.28,84.4,0.29,1.41,0
0.27,88.6,0.31,1.18,0
0.27,75.2,0.25,1.42,0
0.33,89,0.32,0.63,0
0.36,83,0.3,0.73,0
0.35,93.3,0.28,0.95,0
0.25,79.2,0.28,1.12,0
0.3,86.6,0.31,1.02,0
0.27,90.2,0.32,0.99,0
0.34,79.1,0.18,0.77,0
0.24,77.5,0.34,0.69,0
0.26,87.5,0.18,1.17,0
0.26,87.1,0.26,1.45,0
0.33,92.9,0.23,0.68,0
0.3,94.5,0.27,1.24,0
0.34,77.9,0.26,1.02,0
0.25,76.6,0.19,0.65,0
0.29,90.7,0.33,1.33,0
0.34,88.3,0.19,1.04,0
0.35,79.1,0.33,1.31,0
0.28,94.3,0.34,1.17,0
0.3,96,0.19,1.08,0
0.32,80.2,0.34,1.06,0
0.26,84,0.25,1.03,0
0.29,78.1,0.28,1.34,0
0.26,80.8,0.31,0.91,0
0.27,87,0.2,1.41,0
0.33,93.9,0.3,1.39,0
0.34,85,0.3,1.3,0
0.28,75.6,0.33,1.43,0
0.27,79.6,0.26,0.89,0
0.31,76.5,0.32,1.3,0
0.31,84.5,0.22,0.64,0
0.28,76.9,0.22,1.1,0
0.31,76.8,0.34,0.66,0
0.34,95,0.25,1.01,0
0.31,82.6,0.23,0.97,0
0.33,86.6,0.29,0.63,0
0.28,77.1,0.31,0.65,0
0.26,92.2,0.21,1.44,0
0.32,78.6,0.19,1.2,0
0.28,80.4,0.22,1.16,0
0.3,93.6,0.25,1.31,0
0.32,91.9,0.26,1.43,0
0.33,79,0.27,0.95,0
0.27,88.5,0.24,1.02,0
0.27,92,0.19,1.44,0
0.27,97.8,0.24,1.19,0
0.34,85.2,0.35,0.64,0
0.32,90.8,0.24,0.92,0
0.24,87.9,0.21,1.36,0
0.28,81.2,0.19,0.61,0
0.31,89.3,0.26,1.37,0
0.32,93.6,0.27,1.48,0
0.34,81.2,0.27,0.67,0
0.29,91.1,0.3,0.65,0
0.35,86.6,0.27,1.27,0
0.25,92,0.29,1,0
0.33,85.4,0.22,1.25,0
0.35,79.8,0.22,1.03,0
0.29,90.7,0.34,0.78,0
0.34,94.8,0.19,1.27,0
0.32,94.9,0.31,0.72,0
0.35,87,0.3,1.13,0
0.31,78.3,0.33,1.48,0
0.29,93,0.19,0.65,0
0.3,95.1,0.21,0.93,0
0.35,91.1,0.23,1.02,0
0.25,95.5,0.33,1.19,0
0.34,86.8,0.21,1.16,0
0.29,84.3,0.19,1.27,0
0.33,76.7,0.35,1.31,0
0.29,78.6,0.35,1.04,0
0.28,76.9,0.19,1.47,0
0.3,79.2,0.2,0.69,0
0.26,84.8,0.28,0.97,0
0.26,81.2,0.34,0.62,0
0.32,91.5,0.3,0.88,0
0.26,87.6,0.21,1.09,0
0.35,90.2,0.18,1.38,0
0.27,91.6,0.23,1.1,0
0.34,84,0.2,0.77,0
0.24,82.8,0.27,1.37,0
0.32,83.1,0.21,1.36,0
0.29,83,0.28,1.25,0
0.27,96.2,0.2,1.46,0
0.26,80.3,0.3,0.64,0
0.25,75.2,0.27,0.76,0
0.31,78,0.32,1.21,0
0.29,86.2,0.25,0.88,0
0.27,92.8,0.22,1.39,0
0.29,76.6,0.3,1.18,0
0.29,89.6,0.27,1.02,0
0.32,87.6,0.24,0.77,0
0.31,96,0.32,0.73,0
0.34,85.7,0.29,1.02,0
0.28,87.4,0.34,0.94,0
0.34,90.2,0.19,0.86,0
0.27,87.3,0.34,0.74,0
0.35,86.8,0.3,1.13,0
0.29,96.2,0.29,1.1,0
0.24,88.1,0.2,1.29,0
0.28,89.9,0.28,1.13,0
0.34,91.4,0.3,1.4,0
0.25,97.6,0.22,0.76,0
0.3,95.1,0.31,0.98,0
0.25,81.7,0.27,1.11,0
0.35,75.8,0.33,1.27,0
0.32,95.9,0.3,0.93,0
0.33,78,0.25,1.47,0
0.31,76.1,0.23,1.47,0
0.34,83.4,0.26,0.76,0
0.29,82.3,0.27,1.45,0
0.3,75.7,0.29,1.41,0
0.27,95.8,0.32,0.9,0
0.28,77.8,0.21,1.48,0
0.26,77.2,0.23,1.07,0
0.29,82.1,0.27,1.09,0
0.32,95.1,0.31,1.36,0
0.32,97.5,0.33,0.78,0
0.3,75.2,0.28,0.91,0
0.29,86.2,0.25,0.67,0
0.31,93.3,0.21,1.21,0
0.25,85.5,0.28,0.74,0
0.32,89.2,0.24,1.39,0
0.28,97.7,0.26,1.16,0
0.31,79.8,0.28,1.16,0
0.24,81,0.19,1.39,0
0.25,92.7,0.29,0.86,0
0.35,81.4,0.24,1.34,0
0.34,93,0.24,0.66,0
0.28,89.1,0.24,1.35,0
0.27,82.3,0.25,0.76,0
0.32,91.5,0.24,1.34,0
0.27,75.7,0.34,0.65,0
0.31,89.3,0.34,0.65,0
0.35,96.5,0.21,0.69,0
0.3,81.9,0.25,0.71,0
0.31,77.8,0.24,1.46,0
0.33,91.6,0.33,1.16,0
0.29,78.6,0.2,1.27,0
0.35,76.7,0.25,0.75,0
0.3,89.6,0.24,0.98,0
0.25,89.9,0.3,1.45,0
0.32,85,0.3,1.21,0
0.33,75.1,0.24,1.39,0
0.25,80.6,0.25,1.46,0
0.3,87.9,0.31,1.41,0
0.26,94.6,0.33,1.42,0
0.35,87.7,0.19,1.37,0
0.34,97.9,0.22,1.08,0
0.32,77.7,0.31,0.63,0
0.28,82.1,0.27,0.95,0
0.26,78.1,0.32,0.75,0
0.27,79,0.27,1.37,0
0.27,80.4,0.3,1.21,0
0.29,76,0.27,0.77,0
0.24,88.3,0.27,1.47,0
0.3,92.4,0.22,0.77,0
0.33,79.7,0.22,0.76,0
0.26,76.2,0.22,0.83,0
0.27,78.1,0.18,0.94,0
0.31,93.8,0.21,1.08,0
0.28,76.1,0.29,1.21,0
0.32,82.6,0.34,1.17,0
0.31,92,0.34,1.07,0
0.29,82,0.29,1.48,0
0.36,86.5,0.24,0.96,0
0.26,98,0.28,0.9,0
0.3,92,0.28,1.3,0
0.3,80.1,0.31,0.68,0
0.28,80.2,0.28,1.03,0
0.36,91.6,0.19,1.2,0
0.29,82.5,0.34,1.2,0
0.33,87.4,0.22,1.09,0
0.32,79.4,0.26,0.96,0
0.26,77.6,0.23,0.69,0
0.25,88.1,0.32,0.86,0
0.34,79,0.32,0.66,0
0.35,77,0.22,1.2,0
0.31,89,0.34,0.74,0
0.35,76,0.2,1.18,0
0.27,79.7,0.25,1.26,0
0.33,81.9,0.19,1.06,0
0.31,85.9,0.26,0.74,0
0.34,92,0.25,0.79,0
0.25,86,0.24,0.77,0
0.26,85.1,0.21,0.94,0
0.28,80.7,0.26,0.75,0
0.36,92.4,0.26,1.04,0
0.25,93.4,0.25,1.1,0
0.24,97.3,0.3,1.04,0
0.25,83.4,0.25,0.65,0
0.33,77.9,0.21,1.03,0
0.25,93,0.26,1.29,0
0.29,95,0.29,0.94,0
0.26,95.7,0.24,1.16,0
0.25,96.3,0.29,1.04,0
0.26,81,0.3,1.33,0
0.32,94.5,0.23,0.91,0
0.27,92.4,0.23,1.26,0
0.36,83,0.2,1.22,0
0.34,91.8,0.25,1.22,0
0.24,75.2,0.29,0.99,0
0.31,86.4,0.3,1.33,0
0.28,94.9,0.21,0.84,0
0.32,81,0.23,1.1,0
0.32,88.1,0.32,0.9,0
0.27,88.5,0.34,0.87,0
0.34,82.5,0.23,1,0
0.31,80.3,0.19,1.06,0
0.32,78.2,0.22,1.48,0
0.29,88.3,0.34,0.8,0
0.32,90.7,0.33,1.34,0
0.36,90.5,0.25,1.13,0
0.28,97.8,0.2,1.06,0
0.35,82.2,0.35,0.9,0
0.26,97.6,0.35,1.28,0
0.33,83.5,0.22,0.83,0
0.33,80,0.31,1.11,0
0.29,80.7,0.21,1.19,0
0.26,96.9,0.22,1.04,0
0.28,97.2,0.26,1.28,0
0.32,93.5,0.24,1.03,0
0.25,86.4,0.35,0.62,0
0.35,77,0.33,1.49,0
0.34,82.4,0.3,1.36,0
0.32,77.8,0.26,1.32,0
0.31,82.3,0.33,0.69,0
0.32,90.6,0.25,1.17,0
0.26,81.4,0.22,0.76,0
0.29,86.6,0.31,0.89,0
0.26,94.8,0.35,1.49,0
0.34,87.2,0.3,0.74,0
0.27,96.2,0.31,1.2,0
0.29,92.9,0.2,0.71,0
0.25,78.9,0.2,0.94,0
0.32,85.7,0.28,1.47,0
0.28,82.8,0.28,1.31,0
0.32,81.4,0.29,0.7,0
0.28,80.6,0.23,1.39,0
0.25,83.9,0.32,1.23,0
0.28,80.1,0.31,1.14,0
0.29,87.6,0.23,0.84,0
0.3,81.4,0.33,1.33,0
0.29,93.3,0.22,0.81,0
0.26,92.2,0.24,1.29,0
0.35,84.6,0.22,0.7,0
0.35,91.6,0.22,0.94,0
0.26,93.2,0.34,0.82,0
0.35,88.8,0.2,1.1,0
0.27,91.4,0.3,1.43,0
0.31,96.8,0.28,1.5,0
0.35,88.8,0.22,1.17,0
0.3,89.5,0.28,1.37,0
0.26,85,0.27,0.99,0
0.28,91.8,0.25,1.21,0
0.25,93.7,0.32,1.12,0
0.3,83.8,0.22,1.29,0
0.25,85.9,0.2,1.43,0
0.29,84.8,0.18,1.07,0
0.26,95.6,0.33,0.72,0
0.29,84.3,0.34,0.83,0
0.25,78.4,0.28,0.82,0
0.26,91.7,0.25,1.2,0
0.29,89.2,0.35,0.82,0
0.3,92.6,0.23,0.79,0
0.35,87.3,0.34,1.06,0
0.25,88.9,0.31,0.78,0
0.29,84.3,0.2,0.65,0
0.27,79.2,0.34,1.27,0
0.31,94.7,0.31,1.45,0
0.33,78,0.29,1.48,0
0.25,78.2,0.18,1.15,0
0.33,81.6,0.19,1.16,0
0.36,75.5,0.33,1.44,0
0.28,92.5,0.19,1.36,0
0.34,97.4,0.2,1.44,0
0.24,81.1,0.3,1.08,0
0.29,92.5,0.32,1.23,0
0.32,90.8,0.31,1.04,0
0.25,87.2,0.28,0.72,0
0.33,88.1,0.32,1.42,0
0.36,82.2,0.28,1.15,0
0.36,85.1,0.3,0.92,0
0.33,82.8,0.23,0.9,0
0.32,88.7,0.23,0.72,0
0.3,93.9,0.33,1.43,0
0.35,89.1,0.26,0.78,0
0.25,93.2,0.26,0.98,0
0.36,83,0.26,1.24,0
0.3,77,0.25,0.62,0
0.34,93,0.27,0.76,0
0.29,88.9,0.32,1.39,0
0.26,87.8,0.23,1.49,0
0.33,97.5,0.22,0.9,0
0.34,86.7,0.19,0.78,0
0.31,94.5,0.34,0.9,0
0.29,96.9,0.23,0.93,0
0.29,75.7,0.33,1.09,0
0.35,78.5,0.33,0.95,0
0.28,88.4,0.21,1.38,0
0.29,82.7,0.24,0.84,0
0.36,76.5,0.25,1.44,0
0.3,79.8,0.22,1.18,0
0.29,87.4,0.28,0.68,0
0.27,94.5,0.29,1.19,0
0.33,90.5,0.3,0.72,0
0.26,88.2,0.33,0.62,0
0.34,82.6,0.23,0.89,0
0.32,77.2,0.25,0.6,0
0.28,83.7,0.31,0.85,0
0.36,77,0.23,1.49,0
0.33,84.2,0.26,1.14,0
0.28,86.1,0.27,1.39,0
0.26,87.3,0.28,1.19,0
0.31,77.3,0.28,0.84,0
0.24,89.8,0.35,1.45,0
0.33,88.4,0.19,0.76,0
0.24,90.4,0.26,1.48,0
0.27,94.8,0.27,0.86,0
0.26,93.8,0.29,1.18,0
0.36,78.9,0.19,1.26,0
0.27,84.5,0.19,1.16,0
0.25,82.9,0.21,1.43,0
0.28,81.9,0.31,0.88,0
0.32,85.5,0.27,1.09,0
0.28,90.5,0.26,0.91,0
0.28,94,0.21,1.2,0
0.29,78.2,0.35,0.62,0
0.3,93.7,0.31,1.19,0
0.36,94.2,0.23,0.7,0
0.26,93.4,0.26,1.32,0
0.33,77.6,0.24,0.75,0
0.31,86.9,0.27,0.63,0
0.33,88,0.26,0.87,0
0.34,88.5,0.2,1.12,0
0.25,79,0.35,1.01,0
0.31,95.6,0.3,1.04,0
0.25,89,0.33,1.2,0
0.32,89.6,0.33,1.15,0
0.32,83.5,0.28,1.3,0
0.28,81.5,0.35,0.65,0
0.32,84.3,0.25,0.69,0
0.26,93.4,0.23,0.85,0
0.27,88,0.33,0.98,0
0.3,77,0.32,1.17,0
0.25,94.4,0.29,1.33,0
0.29,93.8,0.23,1.44,0
0.31,78.3,0.31,1.21,0
0.26,91.6,0.3,0.91,0
0.36,83,0.25,0.65,0
0.29,75.3,0.34,1.25,0
0.28,93.7,0.33,0.84,0
0.34,77.2,0.2,1.22,0
0.3,77.5,0.24,1.26,0
0.3,94.1,0.2,1.27,0
0.33,90.1,0.25,1.01,0
0.32,96.6,0.32,0.99,0
0.27,93.8,0.29,0.82,0
0.28,78.1,0.3,1.26,0
0.36,85.5,0.21,0.64,0
0.27,93.4,0.19,1.06,0
0.28,95.4,0.2,0.93,0
0.29,77.3,0.18,1.05,0
0.29,92.7,0.28,0.67,0
0.31,82.8,0.26,0.93,0
0.32,89.9,0.19,0.81,0
0.31,91.1,0.33,0.73,0
0.25,86.7,0.2,1.1,0
0.29,86,0.25,0.96,0
0.25,79.1,0.27,0.83,0
0.35,86.4,0.32,0.71,0
0.3,95.7,0.22,0.97,0
0.25,86.3,0.24,1.31,0
0.33,91.6,0.32,1.29,0
0.33,76.6,0.24,1.15,0
0.27,86.8,0.32,0.84,0
0.29,92.8,0.3,1.01,0
0.26,85.7,0.3,0.69,0
0.29,90.4,0.18,1.31,0
0.3,95.1,0.2,0.61,0
0.34,75.4,0.32,0.88,0
0.33,75.3,0.33,1.3,0
0.25,87.5,0.26,1.45,0
0.35,75.7,0.32,1,0
0.33,75.3,0.25,0.85,0
0.36,94.3,0.3,0.75,0
0.32,97,0.21,1.43,0
0.33,89.4,0.29,0.89,0
0.28,94.9,0.23,0.8,0
0.31,92.4,0.19,1.32,0
0.25,84.1,0.3,0.91,0
0.32,82.9,0.2,0.9,0
0.31,92.4,0.23,0.86,0
0.36,91.3,0.28,0.72,0
0.26,91.5,0.19,0.99,0
0.26,90.5,0.34,0.84,0
0.24,77.9,0.2,1.08,0
0.25,77.4,0.28,0.72,0
0.24,81.5,0.32,0.84,0
0.36,79.1,0.32,0.86,0
0.26,76.7,0.22,1.14,0
0.28,81,0.32,0.78,0
0.33,91.5,0.18,1.39,0
0.34,87.3,0.27,1.09,0
0.35,89.8,0.3,1,0
0.25,79.5,0.29,0.99,0
0.3,95.4,0.18,0.67,0
0.25,96.2,0.22,0.95,0
0.27,93,0.26,0.93,0
0.34,80.4,0.35,1.1,0
0.25,79.3,0.18,0.76,0
0.35,83.6,0.2,0.94,0
0.27,85.1,0.23,1.31,0
0.26,96.1,0.34,1.32,0
0.27,83.2,0.19,1.09,0
0.36,81,0.29,0.82,0
0.34,94.4,0.31,0.94,0
0.24,86.7,0.34,0.83,0
0.36,81.9,0.26,1.33,0
0.32,82.2,0.19,1.39,0
0.25,83.7,0.27,0.73,0
0.32,92.5,0.3,1.42,0
0.31,84.9,0.24,1.02,0
0.3,93,0.35,0.63,0
0.31,79.4,0.32,1.33,0
0.27,80.9,0.34,0.98,0
0.28,75.7,0.28,1.07,0
0.35,90,0.25,1.39,0
0.34,75.7,0.27,1.04,0
0.32,78.4,0.21,0.63,0
0.26,76.4,0.32,1.31,0
0.35,80.7,0.33,1,0
0.25,96.9,0.22,0.85,0
0.28,97.4,0.21,1.42,0
0.32,78.2,0.25,0.7,0
0.3,82.9,0.2,1.44,0
0.32,86.8,0.31,0.86,0
0.28,94.7,0.32,1.2,0
0.29,87.3,0.34,1.09,0
0.26,80.6,0.22,0.79,0
0.29,75.4,0.25,1.36,0
0.33,97.8,0.24,0.64,0
0.3,93.2,0.27,1.21,0
0.3,94.3,0.25,1.22,0
0.25,97.5,0.2,0.66,0
0.34,92.8,0.27,1.34,0
0.31,81.7,0.31,0.93,0
0.26,80,0.29,0.64,0
0.35,97.8,0.24,1.13,0
0.33,93.9,0.29,0.7,0
0.36,96.3,0.26,0.93,0
0.35,78.7,0.3,1.44,0
0.28,95.1,0.26,1.34,0
0.33,87,0.28,1.15,0
0.3,93.2,0.3,0.86,0
0.32,96.7,0.32,0.83,0
0.29,88.6,0.3,1.41,0
0.26,84.1,0.33,0.9,0
0.32,80.7,0.31,0.95,0
0.34,94.7,0.27,1.47,0
0.27,80.8,0.26,1.17,0
0.27,79.5,0.31,1.02,0
0.27,80.2,0.23,1.04,0
0.33,93.2,0.2,1.31,0
0.27,96.3,0.21,0.75,0
0.32,82.9,0.22,1,0
0.33,92.8,0.32,1.29,0
0.24,97.6,0.29,0.72,0
0.34,77.8,0.24,0.88,0
0.3,87.9,0.22,0.61,0
0.36,86.3,0.31,1.07,0
0.35,97.5,0.26,1.26,0
0.25,78.8,0.22,1.21,0
0.25,76.9,0.25,1.15,0
0.34,80.4,0.33,1.45,0
0.34,95.5,0.33,0.89,0
0.27,82.9,0.19,1.46,0
0.28,93.2,0.24,0.78,0
0.3,75.4,0.27,1.46,0
0.35,93.4,0.31,1.33,0
0.26,92.7,0.21,1.13,0
0.3,85.9,0.2,1.09,0
0.27,82.1,0.29,1.07,0
0.26,75.7,0.24,1.28,0
0.35,91,0.28,1.37,0
0.36,95.7,0.3,1.02,0
0.3,91.2,0.26,0.66,0
0.32,90.1,0.21,0.69,0
0.34,83.9,0.26,1.21,0
0.31,87.3,0.34,0.83,0
0.28,87.1,0.19,1.39,0
0.27,78.6,0.23,1.09,0
0.31,84.2,0.28,0.81,0
0.31,76.2,0.32,0.76,0
0.27,94.4,0.31,1.07,0
0.29,92.1,0.22,1.4,0
0.35,94.5,0.19,0.79,0
0.28,95.8,0.18,1.48,0
0.32,85.2,0.26,1.08,0
0.34,79.2,0.32,0.81,0
0.33,93.3,0.32,0.92,0
0.3,81.9,0.31,1.43,0
0.35,90,0.31,1.48,0
0.34,95.5,0.2,0.81,0
0.35,97.3,0.3,1.44,0
0.3,79,0.2,0.98,0
0.3,88.7,0.19,1.08,0
0.34,87.3,0.29,1.23,0
0.29,92.9,0.31,1.43,0
0.26,93.3,0.22,0.92,0
0.26,78.9,0.21,1,0
0.29,96.5,0.33,0.96,0
0.28,82.8,0.34,1.14,0
0.29,81.7,0.18,0.67,0
0.3,80.4,0.28,1.2,0
0.29,85,0.33,0.8,0
0.26,78,0.24,0.94,0
0.26,84.2,0.28,1.13,0
0.32,93.7,0.3,1.23,0
0.33,77.9,0.33,1.22,0
0.36,81.7,0.29,0.72,0
0.28,78.4,0.31,1.35,0
0.28,81,0.28,0.72,0
0.32,80.6,0.24,0.81,0
0.34,77,0.3,0.76,0
0.32,95.9,0.31,1.27,0
0.31,90.1,0.28,0.83,0
0.31,89.3,0.23,1.02,0
0.3,77.4,0.2,1.1,0
0.36,92.4,0.27,0.88,0
0.31,83.1,0.2,1.07,0
0.32,80.9,0.33,0.72,0
0.33,93.4,0.2,1.07,0
0.33,90,0.2,0.82,0
0.32,82.1,0.19,0.76,0
0.27,89.9,0.34,0.89,0
0.3,79.7,0.32,0.86,0
0.25,78.9,0.27,0.89,0
0.29,92.6,0.29,1.15,0
0.25,91.4,0.33,1.07,0
0.3,96.2,0.33,1.1,0
0.35,91.7,0.22,0.85,0
0.3,94.8,0.28,0.7,0
0.33,91.3,0.27,1.33,0
0.27,84.3,0.27,0.68,0
0.27,76.7,0.32,1.16,0
0.27,83.8,0.26,1.16,0
0.32,84.5,0.21,1.29,0
0.24,81.8,0.22,1.32,0
0.3,88.2,0.22,1.41,0
0.35,89.7,0.32,0.71,0
0.36,80.2,0.21,1.42,0
0.35,82.5,0.2,1.26,0
0.33,90.9,0.32,0.76,0
0.32,92.3,0.24,0.74,0
0.24,75.5,0.23,1.32,0
0.33,95.2,0.27,0.71,0
0.28,78.6,0.2,1.04,0
0.26,93.9,0.3,0.86,0
0.32,96.2,0.33,0.82,0
0.31,76.8,0.26,1.14,0
0.36,96.3,0.21,0.92,0
0.28,87.5,0.23,0.87,0
0.34,85.8,0.21,0.62,0
0.25,75.2,0.26,0.7,0
0.25,95.7,0.25,1.42,0
0.34,83.7,0.28,1.1,0
0.31,77.6,0.24,0.87,0
0.31,86.3,0.31,0.71,0
0.3,88.6,0.29,0.88,0
0.33,75.9,0.2,0.82,0
0.33,84.5,0.32,0.98,0
0.26,97.3,0.34,1,0
0.24,78.6,0.22,1.03,0
0.3,90.6,0.21,1.34,0
0.32,81.1,0.28,0.67,0
0.32,90.6,0.22,0.66,0
0.27,97.1,0.23,1.37,0
0.27,90.4,0.28,1.28,0
0.33,76.7,0.31,1.04,0
0.24,81.6,0.24,1.39,0
0.3,89,0.34,1.39,0
0.34,89.3,0.26,0.66,0
0.29,86.5,0.26,0.65,0
0.29,77.7,0.3,1.06,0
0.29,87.7,0.3,1.12,0
0.33,75.9,0.29,0.64,0
0.36,94.9,0.2,0.69,0
0.32,83.5,0.27,0.82,0
0.3,82.5,0.22,1.32,0
0.25,82.6,0.33,1.31,0
0.3,93.5,0.25,1.17,0
0.36,83.7,0.24,1.06,0
0.28,86.6,0.33,1.11,0
0.29,81.2,0.24,0.89,0
0.31,86.6,0.28,0.72,0
0.33,88.5,0.18,0.71,0
0.31,75.9,0.22,0.68,0
0.24,90.8,0.29,1.23,0
0.35,93.5,0.22,1.28,0
0.25,91,0.19,1.23,0
0.31,94.1,0.26,1.17,0
0.31,76.7,0.24,1.13,0
0.31,77,0.29,1.23,0
0.27,86.6,0.25,1.18,0
0.33,84.8,0.26,0.86,0
0.28,95.3,0.28,0.66,0
0.29,79,0.28,0.72,0
0.28,96.3,0.25,0.9,0
0.28,81.2,0.35,1.25,0
0.33,77.1,0.25,0.61,0
0.25,78.1,0.28,0.95,0
0.25,95.3,0.32,1.39,0
0.27,82,0.25,1.19,0
0.36,95.2,0.35,1.4,0
0.33,87.7,0.3,1.18,0
0.24,97.1,0.32,1.13,0
0.24,94.5,0.21,0.62,0
0.29,86.6,0.2,1.14,0
0.26,97,0.2,0.95,0
0.26,97.6,0.3,0.81,0
0.24,88,0.28,1.41,0
0.35,94.1,0.34,0.71,0
0.28,78.7,0.33,0.7,0
0.3,91.1,0.32,0.74,0
0.31,97.2,0.2,1.45,0
0.28,83.6,0.18,0.79,0
0.29,78.3,0.33,0.69,0
0.29,85.8,0.25,0.75,0
0.26,81.2,0.21,1.45,0
0.28,94,0.28,0.72,0
0.33,90.3,0.34,1.08,0
0.28,95.8,0.33,1.25,0
0.35,85,0.25,0.95,0
0.28,83.1,0.23,1.28,0
0.32,91.9,0.33,0.89,0
0.3,77.4,0.29,1.09,0
0.33,75.7,0.23,0.99,0
0.25,84.7,0.26,0.98,0
0.34,77.6,0.33,1.48,0
0.27,82.1,0.3,1.25,0
0.29,96.8,0.19,0.86,0
0.28,80.5,0.26,0.89,0
0.24,94.5,0.19,0.94,0
0.33,94.1,0.29,1.36,0
0.28,79.3,0.3,1.11,0
0.34,80.3,0.24,0.74,0
